Route_ID,Date,Region,Origin_Hub,Destination_City,Vehicle_Type,Vehicle_Capacity_Cases,Load_Cases,Utilization_Pct,Distance_KM,Avg_Speed_KMPH,Travel_Time_Hrs,No_of_Stops,Total_Time_Hrs,Fuel_Litres,Fuel_Cost_INR,Toll_Cost_INR,Driver_Cost_INR,Total_Route_Cost_INR,Cost_Per_Case_INR,Delivery_Delay_Min,On_Time_Delivery
RT-0583,2024-03-12,North India,Delhi Hub,Agra,32-ft Truck,800,760,95.0,296,31,9.55,12,16.9,49.04,4634.28,405.38,2914.35,7954.01,10.47,0,Yes
RT-0584,2024-11-20,West India,Mumbai Hub,Surat,Mini Truck (14-ft),250,122,48.8,152,34,4.47,12,11.49,17.75,1677.38,241.08,2072.83,3991.29,32.72,0,Yes
RT-0585,2024-01-23,Central India,Bhopal Hub,Jabalpur,32-ft Truck,800,777,97.1,121,54,2.24,9,6.58,15.62,1476.09,256.85,1030.78,2763.72,3.56,0,Yes
RT-0586,2024-08-31,Central India,Bhopal Hub,Indore,Mini Truck (14-ft),250,235,94.0,361,35,10.31,8,13.6,46.17,4363.07,456.2,1735.04,6554.31,27.89,0,Yes
RT-0587,2024-03-24,North India,Delhi Hub,Delhi,Mini Truck (14-ft),250,240,96.0,265,34,7.79,5,10.41,38.01,3591.94,452.68,1686.22,5730.84,23.88,11,Yes
RT-0588,2024-10-09,Central India,Bhopal Hub,Ujjain,Tata Ace,120,67,55.8,310,36,8.61,6,11.18,35.43,3348.13,673.02,1895.87,5917.02,88.31,26,Yes
RT-0589,2024-10-23,East India,Kolkata Hub,Jamshedpur,Mini Truck (14-ft),250,124,49.6,294,42,7.0,11,10.03,50.15,4739.18,301.15,1855.23,6895.56,55.61,3,Yes
RT-0590,2024-11-14,South India,Bengaluru Hub,Mysuru,Mini Truck (14-ft),250,174,69.6,56,45,1.24,5,4.26,8.2,774.9,52.22,513.0,1340.12,7.7,0,Yes
RT-0591,2024-07-14,North India,Delhi Hub,Amritsar,20-ft Truck,500,428,85.6,27,31,0.87,5,3.94,5.23,494.24,48.11,475.09,1017.44,2.38,32,No
RT-0592,2024-02-09,Central India,Bhopal Hub,Bhopal,20-ft Truck,500,380,76.0,340,46,7.39,10,10.32,52.71,4981.1,341.49,1476.88,6799.47,17.89,46,No
RT-0593,2024-06-30,South India,Bengaluru Hub,Vizag,Mini Truck (14-ft),250,150,60.0,402,52,7.73,11,11.02,54.89,5187.11,478.31,2005.42,7670.84,51.14,5,Yes
RT-0594,2024-10-03,South India,Bengaluru Hub,Bengaluru,20-ft Truck,500,399,79.8,169,35,4.83,4,5.99,26.21,2476.85,306.01,913.94,3696.8,9.27,0,Yes
RT-0595,2024-04-14,West India,Mumbai Hub,Vadodara,20-ft Truck,500,327,65.4,329,41,8.02,6,12.12,49.41,4669.24,690.26,1537.23,6896.73,21.09,8,Yes
RT-0596,2024-04-10,Central India,Bhopal Hub,Raipur,32-ft Truck,800,506,63.2,326,41,7.95,6,11.52,53.39,5045.36,638.14,2139.7,7823.2,15.46,34,No
RT-0597,2024-07-21,East India,Kolkata Hub,Siliguri,Mini Truck (14-ft),250,163,65.2,355,44,8.07,3,9.94,61.37,5799.47,520.8,1638.2,7958.47,48.82,9,Yes
RT-0598,2024-08-13,North India,Delhi Hub,Jaipur,Tata Ace,120,55,45.8,99,62,1.6,12,8.21,14.78,1396.71,134.75,1271.62,2803.08,50.97,2,Yes
RT-0599,2024-08-09,Central India,Bhopal Hub,Raipur,Mini Truck (14-ft),250,125,50.0,358,32,11.19,4,12.64,51.79,4894.15,388.55,2238.2,7520.9,60.17,12,Yes
RT-0600,2024-07-12,South India,Bengaluru Hub,Coimbatore,Mini Truck (14-ft),250,249,99.6,327,46,7.11,3,8.39,36.42,3441.69,524.97,1161.47,5128.13,20.59,57,No
RT-0601,2024-11-18,East India,Kolkata Hub,Ranchi,20-ft Truck,500,278,55.6,113,29,3.9,7,6.91,14.59,1378.75,163.69,1250.48,2792.92,10.05,0,Yes
RT-0602,2024-10-04,West India,Mumbai Hub,Pune,Tata Ace,120,70,58.3,213,64,3.33,8,5.94,31.82,3006.99,398.42,804.35,4209.76,60.14,0,Yes
RT-0603,2024-11-29,West India,Mumbai Hub,Mumbai,20-ft Truck,500,323,64.6,97,43,2.26,2,3.04,10.92,1031.94,177.41,601.66,1811.01,5.61,24,Yes
RT-0604,2024-11-17,East India,Kolkata Hub,Siliguri,Tempo,80,43,53.8,389,63,6.17,7,9.81,64.02,6049.89,822.16,1454.19,8326.24,193.63,0,Yes
RT-0605,2024-09-21,North India,Delhi Hub,Delhi,Tempo,80,67,83.8,386,50,7.72,2,9.18,68.4,6463.8,825.93,1378.01,8667.74,129.37,0,Yes
RT-0606,2024-07-05,Central India,Bhopal Hub,Indore,Tempo,80,42,52.5,153,35,4.37,9,9.75,17.2,1625.4,185.73,1252.85,3063.98,72.95,0,Yes
RT-0607,2024-09-23,North India,Delhi Hub,Agra,Mini Truck (14-ft),250,246,98.4,134,56,2.39,2,3.78,17.77,1679.26,204.87,662.17,2546.3,10.35,8,Yes
RT-0608,2024-10-06,North India,Delhi Hub,Amritsar,Mini Truck (14-ft),250,203,81.2,36,54,0.67,11,3.49,5.54,523.53,66.21,548.47,1138.21,5.61,0,Yes
RT-0609,2024-05-01,East India,Kolkata Hub,Jamshedpur,Tempo,80,66,82.5,380,33,11.52,8,16.35,51.06,4825.17,630.04,3180.19,8635.4,130.84,0,Yes
RT-0610,2024-03-16,Central India,Bhopal Hub,Raipur,32-ft Truck,800,799,99.9,28,39,0.72,9,5.8,3.74,353.43,33.94,1068.18,1455.55,1.82,29,Yes
RT-0611,2024-11-22,West India,Mumbai Hub,Vadodara,32-ft Truck,800,522,65.2,351,52,6.75,3,8.46,54.49,5149.31,456.28,1192.89,6798.48,13.02,30,No
RT-0612,2024-04-23,South India,Bengaluru Hub,Chennai,20-ft Truck,500,301,60.2,99,63,1.57,10,8.66,12.8,1209.6,139.55,1299.84,2648.99,8.8,63,No
RT-0613,2024-08-21,West India,Mumbai Hub,Vadodara,Tata Ace,120,112,93.3,161,49,3.29,9,8.61,29.25,2764.12,313.72,1330.22,4408.06,39.36,21,Yes
RT-0614,2024-10-27,East India,Kolkata Hub,Siliguri,32-ft Truck,800,648,81.0,126,64,1.97,4,4.08,16.79,1586.65,129.18,758.77,2474.6,3.82,52,No
RT-0615,2024-03-25,South India,Bengaluru Hub,Hyderabad,Tata Ace,120,84,70.0,35,32,1.09,3,2.96,5.56,525.42,43.75,474.6,1043.77,12.43,0,Yes
RT-0616,2024-08-26,North India,Delhi Hub,Lucknow,Mini Truck (14-ft),250,208,83.2,359,28,12.82,4,15.43,62.74,5928.93,419.04,2888.39,9236.36,44.41,29,Yes
RT-0617,2024-10-01,East India,Kolkata Hub,Siliguri,Mini Truck (14-ft),250,157,62.8,81,48,1.69,3,3.68,13.59,1284.25,102.13,563.52,1949.9,12.42,91,No
RT-0618,2024-04-20,North India,Delhi Hub,Delhi,20-ft Truck,500,298,59.6,128,64,2.0,5,3.72,14.96,1413.72,226.91,642.31,2282.94,7.66,0,Yes
RT-0619,2024-12-15,West India,Mumbai Hub,Nagpur,Tata Ace,120,83,69.2,273,32,8.53,2,9.79,35.86,3388.77,446.75,1561.39,5396.91,65.02,10,Yes
RT-0620,2024-05-23,South India,Bengaluru Hub,Kochi,20-ft Truck,500,338,67.6,17,41,0.41,11,4.16,2.25,212.62,18.59,630.42,861.63,2.55,21,Yes
RT-0621,2024-12-07,East India,Kolkata Hub,Guwahati,32-ft Truck,800,461,57.6,93,39,2.38,3,3.23,15.64,1477.98,107.18,631.98,2217.14,4.81,10,Yes
RT-0622,2024-07-20,South India,Bengaluru Hub,Chennai,20-ft Truck,500,355,71.0,360,48,7.5,6,10.32,43.11,4073.89,529.89,1429.08,6032.86,16.99,10,Yes
RT-0623,2024-07-09,East India,Kolkata Hub,Guwahati,32-ft Truck,800,488,61.0,337,53,6.36,11,9.78,41.78,3948.21,444.27,1536.53,5929.01,12.15,0,Yes
RT-0624,2024-05-05,Central India,Bhopal Hub,Bilaspur,20-ft Truck,500,452,90.4,183,51,3.59,8,8.12,35.67,3370.82,360.65,1227.29,4958.76,10.97,0,Yes
RT-0625,2024-03-08,Central India,Bhopal Hub,Raipur,20-ft Truck,500,271,54.2,78,55,1.42,11,7.01,14.02,1324.89,83.56,1373.73,2782.18,10.27,0,Yes
RT-0626,2024-03-17,South India,Bengaluru Hub,Mysuru,Mini Truck (14-ft),250,199,79.6,32,52,0.62,7,2.77,3.73,352.49,61.54,348.73,762.76,3.83,19,Yes
RT-0627,2024-11-02,North India,Delhi Hub,Agra,Mini Truck (14-ft),250,245,98.0,198,59,3.36,11,9.43,25.76,2434.32,225.43,1869.78,4529.53,18.49,21,Yes
RT-0628,2024-03-15,Central India,Bhopal Hub,Jabalpur,Mini Truck (14-ft),250,211,84.4,38,38,1.0,12,7.03,6.09,575.5,57.19,1263.94,1896.63,8.99,45,No
RT-0629,2024-05-12,Central India,Bhopal Hub,Ujjain,Tata Ace,120,72,60.0,174,35,4.97,9,10.8,26.63,2516.53,221.01,1370.36,4107.9,57.05,0,Yes
RT-0630,2024-01-09,East India,Kolkata Hub,Ranchi,Tata Ace,120,116,96.7,158,45,3.51,7,6.09,22.04,2082.78,147.57,1039.41,3269.76,28.19,17,Yes
RT-0631,2024-10-14,North India,Delhi Hub,Amritsar,Mini Truck (14-ft),250,167,66.8,386,34,11.35,6,13.96,60.23,5691.73,677.97,1705.29,8074.99,48.35,0,Yes
RT-0632,2024-10-03,West India,Mumbai Hub,Nashik,20-ft Truck,500,440,88.0,165,40,4.12,5,7.79,25.42,2402.19,336.45,1028.78,3767.42,8.56,0,Yes
RT-0633,2024-11-20,Central India,Bhopal Hub,Bilaspur,Tata Ace,120,115,95.8,275,36,7.64,8,10.83,37.61,3554.14,271.38,1785.09,5610.61,48.79,0,Yes
RT-0634,2024-08-13,Central India,Bhopal Hub,Raipur,Tata Ace,120,62,51.7,313,32,9.78,11,13.13,61.03,5767.34,335.4,2547.5,8650.24,139.52,52,No
RT-0635,2024-09-25,East India,Kolkata Hub,Bhubaneswar,Mini Truck (14-ft),250,180,72.0,109,65,1.68,9,7.6,14.8,1398.6,185.61,1149.79,2734.0,15.19,64,No
RT-0636,2024-02-09,North India,Delhi Hub,Agra,Mini Truck (14-ft),250,224,89.6,105,46,2.28,6,4.23,18.04,1704.78,227.08,774.48,2706.34,12.08,32,No
RT-0637,2024-10-07,South India,Bengaluru Hub,Vizag,20-ft Truck,500,440,88.0,318,63,5.05,11,13.04,38.05,3595.72,414.2,1593.29,5603.21,12.73,22,Yes
RT-0638,2024-09-14,West India,Mumbai Hub,Mumbai,Mini Truck (14-ft),250,168,67.2,270,52,5.19,3,7.02,43.41,4102.24,413.8,1272.93,5788.97,34.46,5,Yes
RT-0639,2024-10-06,South India,Bengaluru Hub,Vizag,20-ft Truck,500,429,85.8,95,61,1.56,6,4.44,17.29,1633.9,180.72,656.45,2471.07,5.76,3,Yes
RT-0640,2024-11-09,West India,Mumbai Hub,Vadodara,Mini Truck (14-ft),250,157,62.8,385,47,8.19,10,11.33,63.39,5990.36,546.47,1933.96,8470.79,53.95,0,Yes
RT-0641,2024-02-24,North India,Delhi Hub,Meerut,Tata Ace,120,79,65.8,394,41,9.61,2,10.25,75.15,7101.68,858.61,1451.5,9411.79,119.14,0,Yes
RT-0642,2024-12-18,South India,Bengaluru Hub,Chennai,Mini Truck (14-ft),250,218,87.2,15,60,0.25,12,5.39,2.98,281.61,15.16,1047.19,1343.96,6.16,18,Yes
RT-0643,2024-04-18,Central India,Bhopal Hub,Bhopal,Tata Ace,120,59,49.2,76,38,2.0,3,2.81,9.74,920.43,106.09,395.47,1421.99,24.1,0,Yes
RT-0644,2024-01-22,East India,Kolkata Hub,Bhubaneswar,20-ft Truck,500,309,61.8,145,43,3.37,12,8.99,19.0,1795.5,256.24,1364.29,3416.03,11.06,0,Yes
RT-0645,2024-05-03,North India,Delhi Hub,Meerut,32-ft Truck,800,445,55.6,328,46,7.13,2,8.58,43.1,4072.95,269.07,1674.28,6016.3,13.52,0,Yes
RT-0646,2024-03-18,West India,Mumbai Hub,Pune,Tempo,80,65,81.2,298,34,8.76,7,12.65,53.28,5034.96,349.97,2247.64,7632.57,117.42,0,Yes
RT-0647,2024-05-24,East India,Kolkata Hub,Guwahati,Mini Truck (14-ft),250,248,99.2,170,30,5.67,10,13.06,22.8,2154.6,346.72,2085.44,4586.76,18.5,16,Yes
RT-0648,2024-10-31,East India,Kolkata Hub,Guwahati,20-ft Truck,500,379,75.8,82,65,1.26,10,8.19,12.81,1210.55,151.99,1180.98,2543.52,6.71,0,Yes
RT-0649,2024-04-25,West India,Mumbai Hub,Nashik,20-ft Truck,500,318,63.6,126,62,2.03,11,7.51,14.85,1403.33,128.29,924.33,2455.95,7.72,40,No
RT-0650,2024-11-22,West India,Mumbai Hub,Nashik,20-ft Truck,500,391,78.2,406,35,11.6,9,14.56,51.72,4887.54,341.11,2164.3,7392.95,18.91,25,Yes
RT-0651,2024-07-24,South India,Bengaluru Hub,Mysuru,Mini Truck (14-ft),250,155,62.0,260,57,4.56,3,5.37,40.17,3796.07,540.94,1009.93,5346.94,34.5,0,Yes
RT-0652,2024-02-03,East India,Kolkata Hub,Guwahati,32-ft Truck,800,585,73.1,417,56,7.45,6,9.25,55.05,5202.22,678.58,1566.79,7447.59,12.73,0,Yes
RT-0653,2024-10-15,Central India,Bhopal Hub,Ujjain,20-ft Truck,500,367,73.4,174,36,4.83,3,6.07,22.99,2172.55,252.64,728.78,3153.97,8.59,0,Yes
RT-0654,2024-08-20,South India,Bengaluru Hub,Bengaluru,Tata Ace,120,65,54.2,202,49,4.12,3,5.4,23.22,2194.29,305.77,767.47,3267.53,50.27,0,Yes
RT-0655,2024-02-09,West India,Mumbai Hub,Pune,Mini Truck (14-ft),250,249,99.6,245,34,7.21,8,12.99,37.46,3539.97,509.97,1842.11,5892.05,23.66,0,Yes
RT-0656,2024-12-16,North India,Delhi Hub,Agra,Mini Truck (14-ft),250,200,80.0,177,60,2.95,9,9.54,24.24,2290.68,241.82,1491.13,4023.63,20.12,0,Yes
RT-0657,2024-09-28,South India,Bengaluru Hub,Bengaluru,Tata Ace,120,88,73.3,89,33,2.7,11,6.75,14.12,1334.34,149.36,1167.2,2650.9,30.12,42,No
RT-0658,2024-02-24,East India,Kolkata Hub,Siliguri,Tempo,80,36,45.0,96,60,1.6,4,3.39,12.76,1205.82,123.67,537.37,1866.86,51.86,30,No
RT-0659,2024-06-22,East India,Kolkata Hub,Jamshedpur,Tempo,80,61,76.2,212,43,4.93,5,7.27,27.14,2564.73,294.28,1018.29,3877.3,63.56,0,Yes
RT-0660,2024-09-12,North India,Delhi Hub,Jaipur,20-ft Truck,500,320,64.0,161,38,4.24,10,8.37,25.03,2365.34,291.07,1119.99,3776.4,11.8,22,Yes
RT-0661,2024-01-17,West India,Mumbai Hub,Nagpur,Tata Ace,120,63,52.5,81,48,1.69,9,6.9,15.18,1434.51,85.6,922.34,2442.45,38.77,0,Yes
RT-0662,2024-01-06,South India,Bengaluru Hub,Bengaluru,Mini Truck (14-ft),250,214,85.6,328,38,8.63,2,9.81,39.51,3733.69,570.46,1519.7,5823.85,27.21,0,Yes
RT-0663,2024-01-16,North India,Delhi Hub,Chandigarh,32-ft Truck,800,475,59.4,204,56,3.64,2,4.45,30.43,2875.63,256.77,761.8,3894.2,8.2,0,Yes
RT-0664,2024-03-09,Central India,Bhopal Hub,Raipur,32-ft Truck,800,608,76.0,178,37,4.81,5,6.85,27.52,2600.64,213.06,1298.94,4112.64,6.76,41,No
RT-0665,2024-05-11,South India,Bengaluru Hub,Kochi,Tempo,80,53,66.2,52,55,0.95,5,4.11,7.46,704.97,81.1,810.87,1596.94,30.13,1,Yes
RT-0666,2024-04-17,South India,Bengaluru Hub,Hyderabad,20-ft Truck,500,437,87.4,420,32,13.12,7,18.35,73.81,6975.05,887.77,2484.51,10347.33,23.68,0,Yes
RT-0667,2024-07-31,Central India,Bhopal Hub,Bilaspur,32-ft Truck,800,515,64.4,378,37,10.22,3,11.37,61.33,5795.68,704.73,2198.8,8699.21,16.89,0,Yes
RT-0668,2024-04-23,Central India,Bhopal Hub,Bilaspur,Tata Ace,120,116,96.7,337,63,5.35,9,10.83,65.09,6151.01,359.89,1310.95,7821.85,67.43,0,Yes
RT-0669,2024-06-02,West India,Mumbai Hub,Surat,Mini Truck (14-ft),250,200,80.0,65,31,2.1,3,4.02,11.22,1060.29,91.45,548.47,1700.21,8.5,45,No
RT-0670,2024-12-17,West India,Mumbai Hub,Vadodara,20-ft Truck,500,273,54.6,81,38,2.13,12,10.54,14.04,1326.78,125.36,1678.55,3130.69,11.47,23,Yes
RT-0671,2024-05-03,East India,Kolkata Hub,Patna,32-ft Truck,800,431,53.9,332,64,5.19,5,7.72,41.51,3922.69,717.25,1167.98,5807.92,13.48,4,Yes
RT-0672,2024-06-25,West India,Mumbai Hub,Nashik,32-ft Truck,800,741,92.6,65,59,1.1,4,3.54,12.85,1214.33,140.15,570.54,1925.02,2.6,0,Yes
RT-0673,2024-07-08,East India,Kolkata Hub,Jamshedpur,32-ft Truck,800,656,82.0,200,49,4.08,11,10.94,24.19,2285.95,317.57,1410.09,4013.61,6.12,25,Yes
RT-0674,2024-09-16,South India,Bengaluru Hub,Coimbatore,20-ft Truck,500,411,82.2,160,51,3.14,6,7.4,23.64,2233.98,162.58,916.75,3313.31,8.06,0,Yes
RT-0675,2024-07-25,West India,Mumbai Hub,Surat,Tata Ace,120,90,75.0,82,35,2.34,6,5.01,11.67,1102.82,108.0,812.44,2023.26,22.48,0,Yes
RT-0676,2024-09-01,Central India,Bhopal Hub,Ujjain,20-ft Truck,500,345,69.0,272,30,9.07,4,11.77,30.7,2901.15,321.17,1895.33,5117.65,14.83,36,No
RT-0677,2024-03-24,North India,Delhi Hub,Meerut,Mini Truck (14-ft),250,221,88.4,152,50,3.04,3,4.3,26.19,2474.95,244.78,624.57,3344.3,15.13,33,No
RT-0678,2024-05-03,East India,Kolkata Hub,Jamshedpur,20-ft Truck,500,379,75.8,72,58,1.24,12,6.64,12.39,1170.86,57.89,933.9,2162.65,5.71,17,Yes
RT-0679,2024-01-13,North India,Delhi Hub,Agra,Mini Truck (14-ft),250,133,53.2,86,55,1.56,11,6.94,10.36,979.02,105.02,1366.98,2451.02,18.43,0,Yes
RT-0680,2024-04-12,East India,Kolkata Hub,Kolkata,Tempo,80,54,67.5,379,45,8.42,8,12.52,48.56,4588.92,529.4,1568.11,6686.43,123.82,46,No
RT-0681,2024-05-25,Central India,Bhopal Hub,Bilaspur,Mini Truck (14-ft),250,114,45.6,144,65,2.22,8,7.51,26.1,2466.45,282.94,915.75,3665.14,32.15,43,No
RT-0682,2024-04-27,South India,Bengaluru Hub,Vizag,32-ft Truck,800,751,93.9,130,30,4.33,7,7.8,22.36,2113.02,147.67,1145.66,3406.35,4.54,29,Yes
RT-0683,2024-05-17,Central India,Bhopal Hub,Gwalior,Mini Truck (14-ft),250,147,58.8,105,62,1.69,2,2.23,14.55,1374.98,112.57,427.3,1914.85,13.03,10,Yes
RT-0684,2024-03-06,West India,Mumbai Hub,Vadodara,32-ft Truck,800,392,49.0,179,53,3.38,2,4.79,31.62,2988.09,145.58,846.64,3980.31,10.15,16,Yes
RT-0685,2024-12-20,West India,Mumbai Hub,Nashik,32-ft Truck,800,759,94.9,365,31,11.77,11,16.81,70.37,6649.97,562.27,2278.16,9490.4,12.5,21,Yes
RT-0686,2024-07-18,Central India,Bhopal Hub,Gwalior,Mini Truck (14-ft),250,196,78.4,157,62,2.53,12,6.75,24.02,2269.89,174.67,966.44,3411.0,17.4,0,Yes
RT-0687,2024-06-05,Central India,Bhopal Hub,Gwalior,Mini Truck (14-ft),250,124,49.6,126,45,2.8,10,8.12,22.25,2102.62,240.78,1004.81,3348.21,27.0,0,Yes
RT-0688,2024-07-16,North India,Delhi Hub,Lucknow,Tata Ace,120,83,69.2,297,62,4.79,12,12.91,39.06,3691.17,496.55,2332.04,6519.76,78.55,17,Yes
RT-0689,2024-08-10,South India,Bengaluru Hub,Mysuru,32-ft Truck,800,369,46.1,368,40,9.2,11,14.63,56.16,5307.12,730.6,2610.49,8648.21,23.44,13,Yes
RT-0690,2024-12-04,North India,Delhi Hub,Meerut,32-ft Truck,800,487,60.9,149,54,2.76,3,3.78,29.57,2794.37,230.23,515.74,3540.34,7.27,28,Yes
RT-0691,2024-12-21,Central India,Bhopal Hub,Gwalior,20-ft Truck,500,390,78.0,272,52,5.23,10,12.42,36.52,3451.14,263.38,2475.69,6190.21,15.87,31,No
RT-0692,2024-11-08,North India,Delhi Hub,Amritsar,20-ft Truck,500,342,68.4,301,60,5.02,7,6.85,59.39,5612.36,595.17,1280.7,7488.23,21.9,9,Yes
RT-0693,2024-04-12,East India,Kolkata Hub,Jamshedpur,Tempo,80,64,80.0,117,29,4.03,7,7.1,13.66,1290.87,189.93,1070.21,2551.01,39.86,8,Yes
RT-0694,2024-08-23,East India,Kolkata Hub,Bhubaneswar,32-ft Truck,800,700,87.5,234,39,6.0,7,9.23,29.32,2770.74,396.76,1740.74,4908.24,7.01,1,Yes
RT-0695,2024-10-02,West India,Mumbai Hub,Surat,32-ft Truck,800,442,55.2,385,43,8.95,9,13.56,48.56,4588.92,421.38,1925.21,6935.51,15.69,0,Yes
RT-0696,2024-01-05,North India,Delhi Hub,Chandigarh,32-ft Truck,800,726,90.8,83,41,2.02,5,4.51,10.94,1033.83,155.43,761.53,1950.79,2.69,51,No
RT-0697,2024-10-26,North India,Delhi Hub,Jaipur,Tata Ace,120,116,96.7,132,30,4.4,10,10.74,21.05,1989.23,278.5,1760.38,4028.11,34.73,27,Yes
RT-0698,2024-06-12,West India,Mumbai Hub,Surat,Mini Truck (14-ft),250,226,90.4,20,63,0.32,5,1.6,3.23,305.24,39.22,220.48,564.94,2.5,0,Yes
RT-0699,2024-05-27,West India,Mumbai Hub,Pune,Mini Truck (14-ft),250,228,91.2,200,30,6.67,11,9.54,22.64,2139.48,308.12,1612.15,4059.75,17.81,39,No
RT-0700,2024-07-20,Central India,Bhopal Hub,Bilaspur,Tata Ace,120,61,50.8,325,42,7.74,2,8.52,49.94,4719.33,287.5,1425.65,6432.48,105.45,0,Yes
RT-0701,2024-10-16,North India,Delhi Hub,Amritsar,Mini Truck (14-ft),250,248,99.2,175,64,2.73,4,4.68,21.76,2056.32,384.67,906.08,3347.07,13.5,10,Yes
RT-0702,2024-01-07,East India,Kolkata Hub,Ranchi,Tata Ace,120,96,80.0,204,36,5.67,8,11.25,26.16,2472.12,262.43,1505.58,4240.13,44.17,12,Yes
RT-0703,2024-07-29,South India,Bengaluru Hub,Vizag,Tata Ace,120,56,46.7,141,62,2.27,3,4.17,15.78,1491.21,165.37,595.3,2251.88,40.21,11,Yes
RT-0704,2024-06-13,Central India,Bhopal Hub,Gwalior,32-ft Truck,800,778,97.2,280,54,5.19,12,8.3,37.61,3554.14,514.95,1341.63,5410.72,6.95,9,Yes
RT-0705,2024-11-06,South India,Bengaluru Hub,Chennai,Mini Truck (14-ft),250,246,98.4,143,46,3.11,11,10.12,16.21,1531.85,148.5,1935.34,3615.69,14.7,0,Yes
RT-0706,2024-12-23,Central India,Bhopal Hub,Raipur,Mini Truck (14-ft),250,142,56.8,44,44,1.0,7,6.06,7.27,687.01,93.45,1099.64,1880.1,13.24,23,Yes
RT-0707,2024-12-11,South India,Bengaluru Hub,Chennai,Mini Truck (14-ft),250,174,69.6,156,41,3.8,11,10.37,21.93,2072.38,147.8,1959.78,4179.96,24.02,8,Yes
RT-0708,2024-05-31,South India,Bengaluru Hub,Mysuru,Mini Truck (14-ft),250,154,61.6,369,54,6.83,11,11.63,60.93,5757.89,437.58,2213.15,8408.62,54.6,60,No
RT-0709,2024-04-01,Central India,Bhopal Hub,Bhopal,Mini Truck (14-ft),250,183,73.2,181,60,3.02,2,4.24,26.13,2469.28,198.54,798.54,3466.36,18.94,29,Yes
RT-0710,2024-12-09,East India,Kolkata Hub,Siliguri,32-ft Truck,800,376,47.0,108,43,2.51,9,7.13,15.95,1507.27,151.18,1227.02,2885.47,7.67,23,Yes
RT-0711,2024-08-10,South India,Bengaluru Hub,Mysuru,32-ft Truck,800,611,76.4,162,36,4.5,10,11.11,18.44,1742.58,279.38,1573.56,3595.52,5.88,14,Yes
RT-0712,2024-08-27,Central India,Bhopal Hub,Gwalior,Mini Truck (14-ft),250,187,74.8,257,42,6.12,8,8.17,42.2,3987.9,225.54,1591.72,5805.16,31.04,0,Yes
RT-0713,2024-07-03,West India,Mumbai Hub,Mumbai,Mini Truck (14-ft),250,145,58.0,89,62,1.44,8,3.61,13.66,1290.87,138.57,492.82,1922.26,13.26,6,Yes
RT-0714,2024-03-24,East India,Kolkata Hub,Ranchi,Mini Truck (14-ft),250,227,90.8,133,53,2.51,7,7.7,22.94,2167.83,221.61,925.1,3314.54,14.6,6,Yes
RT-0715,2024-10-08,West India,Mumbai Hub,Nagpur,20-ft Truck,500,483,96.6,320,58,5.52,8,11.09,46.91,4432.99,512.48,1504.04,6449.51,13.35,9,Yes
RT-0716,2024-04-10,East India,Kolkata Hub,Guwahati,Tempo,80,39,48.8,67,65,1.03,12,9.73,12.33,1165.18,72.27,1188.26,2425.71,62.2,0,Yes
RT-0717,2024-07-07,South India,Bengaluru Hub,Coimbatore,Tempo,80,54,67.5,314,41,7.66,11,11.64,40.66,3842.37,659.27,1640.43,6142.07,113.74,0,Yes
RT-0718,2024-08-24,Central India,Bhopal Hub,Jabalpur,Mini Truck (14-ft),250,231,92.4,174,65,2.68,9,6.28,20.63,1949.53,298.73,1097.0,3345.26,14.48,0,Yes
RT-0719,2024-04-12,North India,Delhi Hub,Meerut,20-ft Truck,500,383,76.6,193,40,4.83,5,8.45,31.93,3017.38,208.82,1334.47,4560.67,11.91,0,Yes
RT-0720,2024-11-29,West India,Mumbai Hub,Pune,Tata Ace,120,91,75.8,298,51,5.84,9,8.69,48.73,4604.98,559.28,1691.24,6855.5,75.34,27,Yes
RT-0721,2024-07-01,Central India,Bhopal Hub,Ujjain,Tempo,80,50,62.5,97,52,1.87,4,4.14,13.91,1314.5,109.19,517.19,1940.88,38.82,43,No
RT-0722,2024-07-13,North India,Delhi Hub,Chandigarh,Mini Truck (14-ft),250,185,74.0,257,44,5.84,11,11.95,50.07,4731.61,547.4,1883.99,7163.0,38.72,42,No
RT-0723,2024-06-08,West India,Mumbai Hub,Mumbai,20-ft Truck,500,248,49.6,410,52,7.88,5,9.77,50.38,4760.91,591.04,1294.41,6646.36,26.8,32,No
RT-0724,2024-04-07,South India,Bengaluru Hub,Vizag,20-ft Truck,500,394,78.8,360,62,5.81,4,7.58,56.05,5296.72,628.57,1079.28,7004.57,17.78,6,Yes
RT-0725,2024-09-11,South India,Bengaluru Hub,Coimbatore,32-ft Truck,800,612,76.5,95,36,2.64,10,6.84,11.1,1048.95,91.54,1184.99,2325.48,3.8,38,No
RT-0726,2024-08-18,Central India,Bhopal Hub,Jabalpur,Mini Truck (14-ft),250,221,88.4,79,38,2.08,9,6.65,10.23,966.74,87.93,1090.41,2145.08,9.71,33,No
RT-0727,2024-04-02,East India,Kolkata Hub,Patna,Mini Truck (14-ft),250,236,94.4,258,56,4.61,5,8.23,50.63,4784.53,449.13,1329.72,6563.38,27.81,0,Yes
RT-0728,2024-01-19,West India,Mumbai Hub,Pune,20-ft Truck,500,390,78.0,417,40,10.43,6,13.49,76.29,7209.41,813.26,1752.14,9774.81,25.06,35,No
